,target
20856,0
281053,0
172037,0
105273,0
37142,0
91413,0
170647,0
388950,0
244034,0
273775,0
46390,0
186263,0
132199,0
305229,0
213592,0
36239,0
166096,0
327937,0
144344,0
126770,0
226004,0
99473,0
317881,0
130262,0
246170,0
183534,0
251977,0
105271,0
76981,0
293218,0
64614,0
293631,0
289576,0
51188,0
2391,0
18345,0
316706,0
120953,0
274298,0
309237,0
232777,0
320328,0
48239,0
254515,0
307547,0
296306,0
381498,0
87914,1
282344,0
153785,0
298950,0
387371,0
190102,0
235726,0
222840,0
48108,0
221274,0
35774,0
124602,0
29857,0
163274,0
6015,0
223068,1
310532,0
164908,0
59797,0
16124,0
202117,0
26780,0
366557,0
229076,0
103368,0
130088,0
185149,0
307001,0
331351,0
189789,0
249169,0
352899,0
208765,0
209757,0
111778,0
346074,0
166149,0
18163,0
178101,0
154323,0
288271,0
370034,0
186572,0
307501,0
334916,0
245460,0
338332,0
338482,0
22542,0
61638,0
364625,0
244918,0
89222,0
368240,0
46118,0
163246,0
368077,0
319806,0
375211,0
148135,0
323499,0
61878,0
172327,0
302119,0
342819,0
35056,0
32082,0
239618,0
41805,0
43995,0
193374,0
339347,0
346227,0
322261,0
185039,0
62052,0
96026,0
320024,0
134738,0
392630,0
364219,0
256643,0
73074,0
60448,0
76283,0
305868,0
272232,0
61059,0
227987,0
111662,0
272280,0
152142,0
159927,0
142700,0
26737,0
165628,0
47096,0
15947,0
218256,0
328833,0
12946,0
145034,1
288544,0
196432,0
90809,0
236444,0
132694,0
63123,0
243414,0
59142,0
106904,0
215783,0
334416,0
55668,0
70412,0
158740,0
282803,0
173498,0
86679,0
186385,0
240865,0
149717,1
263325,0
323769,0
277607,0
81667,0
249302,0
88800,0
50932,0
73785,0
280625,0
78973,0
230273,0
357780,0
248145,0
302773,0
365835,0
42725,0
372579,0
58428,0
52528,0
165842,0
186353,0
86277,0
18778,0
319891,0
115260,0
182801,0
244209,0
216157,0
239385,0
204369,0
353287,0
62481,0
189049,0
80865,0
135436,0
80636,0
57236,0
78031,0
284465,0
256214,0
294731,0
97525,0
2525,0
165868,0
272231,0
39039,0
205672,0
32197,0
107056,0
232211,0
51295,1
236674,0
144078,0
82477,1
152970,0
25518,0
21528,0
363621,0
155338,0
180014,0
202056,0
372875,0
219167,0
64103,0
154552,0
94320,0
279785,0
292321,0
253712,0
284523,0
254827,0
238430,0
58051,1
262582,0
173919,0
231532,0
123064,0
50024,0
293872,0
335647,0
280850,0
364115,0
75670,0
60669,0
186939,0
140351,0
74689,0
6510,0
343872,0
183214,0
286946,0
331375,0
198261,0
173665,0
5130,0
149191,0
354181,0
330191,0
270886,0
238189,0
160269,0
298599,0
320831,0
341631,0
317488,0
373142,0
217406,0
287459,0
204886,0
44976,0
50521,0
176235,0
291558,0
174104,0
26770,0
268956,0
238932,0
79358,0
59520,0
149440,0
88640,0
254568,0
159563,0
335196,0
38440,0
14810,0
272925,0
18903,0
372501,0
184135,0
326447,0
65693,0
192995,0
66845,0
377601,0
214228,0
228052,0
78940,0
9872,0
382557,0
199999,0
380434,0
143313,0
259770,0
233170,0
390982,0
164901,0
382494,0
81889,0
162871,0
354184,0
346797,0
389845,0
95235,0
243401,0
377028,0
123532,0
12339,0
91520,0
190468,0
6604,0
166670,0
305980,0
273576,0
157317,0
187834,0
35456,0
138764,0
71496,0
388803,0
385398,0
23375,0
234880,0
331203,0
352937,0
71569,0
227686,0
158685,0
274572,0
341089,0
288162,0
157012,0
117612,0
299355,0
97321,0
158525,0
168593,0
188227,0
22475,0
229884,0
366081,0
30448,0
220160,0
230401,0
252089,0
336440,0
327534,0
387942,0
363177,0
276918,0
57171,0
7044,0
252599,0
64387,0
300695,0
144616,0
231937,0
241889,0
249395,0
219615,0
113916,0
61581,0
5709,0
372457,0
2416,0
25396,0
117651,0
131742,0
367565,0
168147,0
142304,0
251777,0
49734,0
246368,0
31597,0
72964,0
148127,0
309729,0
344930,0
21428,0
379141,0
20054,0
198451,0
116809,0
21664,0
378508,0
313593,0
78029,0
116996,0
224671,0
162474,0
11043,0
319793,0
264479,0
279267,0
302272,0
334551,0
181928,0
283872,0
245327,0
5185,0
207426,0
214140,0
322298,0
285919,0
66873,0
30509,0
103877,0
156323,0
267349,0
288449,0
180992,0
377251,0
6816,0
375115,0
100729,0
48424,0
42095,0
130673,0
187507,0
213457,0
326764,0
33542,0
293836,0
22265,0
348694,0
346322,0
87991,0
288190,0
172556,0
118293,0
18320,0
237533,0
122463,0
250010,0
28537,0
96203,0
107494,0
18155,0
16166,0
332428,0
227576,0
376066,0
336317,0
188639,0
316967,0
80954,0
359727,0
314039,0
137794,0
46018,0
219974,0
40786,0
285197,0
2810,0
110837,0
2807,0
116500,0
124612,0
278935,0
26959,0
384814,0
339011,0
135490,0
18322,0
46758,0
391988,0
156228,0
128079,0
275666,0
26456,0
247451,0
189307,0
25201,0
327917,0
25613,0
224421,0
327128,0
283919,0
167560,0
51040,0
64349,0
305509,0
209925,0
59697,0
235842,0
30170,0
204228,0
191415,0
25837,0
118855,0
181523,0
287537,0
375838,0
346154,0
62271,0
17007,0
258035,0
377033,0
310194,0
295354,0
227182,0
228969,0
98127,0
46459,0
139018,0
8693,0
330483,0
150744,0
244076,0
77018,0
327525,0
356804,0
197962,0
18005,0
353462,0
96398,0
329812,0
355165,0
380952,0
147486,0
107771,0
329693,0
380816,0
144269,0
328394,0
353680,0
115252,0
269980,0
115675,0
347968,0
214141,0
2517,0
295017,0
269191,0
5242,0
104600,0
127285,0
372651,0
392836,0
17584,0
290562,0
113590,0
3629,0
101873,0
71903,0
140640,1
188036,0
278662,0
24071,0
334419,0
273814,0
154846,0
3968,0
181419,0
289764,0
119562,0
380695,0
68146,0
90431,0
339785,0
198117,0
186554,0
228010,0
176278,0
260206,0
329507,0
310392,0
365688,0
152700,0
382137,0
320192,0
25276,0
183317,0
304987,0
374120,0
279054,0
264957,0
264739,0
306089,0
145252,0
268664,0
308173,0
244792,0
367384,0
390457,0
205844,0
68185,0
237642,0
201577,0
162853,0
170132,0
354602,0
220185,0
229260,0
180505,0
280465,0
189081,0
192012,0
375924,0
206312,0
277179,0
49613,0
53113,0
332186,0
240992,0
301863,0
163284,0
72574,0
329941,0
48231,0
51090,1
365714,0
381845,0
255097,0
45947,0
147520,0
261247,0
230764,0
108028,0
299614,0
333202,0
41513,0
5418,0
66431,0
193558,0
283798,0
168155,0
265690,0
231277,0
156147,0
66772,0
104135,0
175383,0
175615,0
20442,0
109749,0
193223,0
205830,0
294423,0
353278,0
50844,0
156547,0
300127,0
386113,0
286730,0
311865,0
369793,0
278384,0
157828,0
145465,0
67730,0
10192,0
353406,0
241618,0
366556,0
143821,0
344957,0
386895,0
188519,0
349273,0
158832,0
131783,0
93918,0
298225,0
143063,0
211223,0
250591,0
7871,0
161170,0
275323,0
161827,0
275878,0
228959,0
41223,0
86119,0
154209,0
70454,0
332450,0
324680,0
22899,0
39255,0
348708,0
104692,0
201746,0
345821,0
112043,0
366304,0
209761,0
352252,0
261003,0
122943,0
381166,0
30203,0
191629,0
355914,0
139582,0
301092,0
235715,0
260198,0
175585,0
374318,0
240907,0
269180,0
343812,0
298646,0
249200,0
208657,0
51348,0
59658,0
286022,0
164223,0
329078,0
237290,0
26876,0
371879,0
9364,0
231489,0
329201,0
53065,0
343859,0
218188,0
6139,0
197359,0
178297,0
264762,0
359897,0
334739,0
224187,0
350763,0
237270,0
7066,0
322618,0
151189,0
170774,0
152058,0
347165,0
146967,0
55945,0
266466,0
219855,0
97425,0
390435,0
33239,0
156694,0
220932,0
304627,0
70105,0
49699,0
107970,0
161895,0
246164,0
288063,0
27483,0
25763,0
185638,0
262993,0
86454,0
227274,0
173390,0
384658,0
314434,0
299036,0
301662,0
125867,0
303678,0
208832,0
179658,0
170764,0
151806,0
64244,0
287117,0
332918,0
18277,0
330248,0
164524,0
70853,0
78251,0
118772,0
381857,0
150808,0
183288,0
76987,0
201194,0
143934,0
328701,0
5395,0
253324,0
360096,0
56323,0
165148,0
222802,0
369728,0
352658,0
72075,0
339535,0
87699,0
253826,0
35505,0
24742,0
175157,0
354560,0
15770,0
99999,0
351783,0
10697,0
80271,0
176370,0
235720,0
58368,0
170063,0
194857,0
117608,0
77518,0
116301,0
391018,0
250857,0
153127,0
163048,0
111593,0
305835,0
116381,0
346495,0
86330,0
298870,0
363499,0
276756,0
91053,0
316233,0
265024,0
298326,0
207863,0
240103,0
338065,0
266382,0
315032,0
169278,0
383385,0
183069,0
319947,0
300825,0
389378,0
327583,0
360959,0
265199,0
392249,1
257474,0
148900,0
255378,0
35937,0
265388,0
181035,0
248512,0
61050,0
113774,0
305774,0
75777,0
209683,0
191377,0
196981,0
29578,0
217113,0
115523,0
33058,0
244104,0
104203,0
88160,0
352862,0
286918,0
161300,0
85512,0
324035,0
149949,0
159001,0
313247,0
166290,0
106100,0
269251,0
90503,0
165533,0
382034,0
160123,0
99566,0
237777,0
167907,0
119759,0
320285,0
273260,0
252158,0
278309,0
19324,0
374770,0
270251,0
260076,0
233024,0
378504,0
344673,0
293912,0
107828,0
231616,0
389620,0
216587,0
233914,0
8963,0
278598,0
336987,0
296835,0
383826,0
344036,0
384627,0
158733,0
225684,0
200212,0
261321,0
144331,0
235178,0
228883,0
160234,0
85437,0
159121,0
68188,0
38162,0
369722,0
235824,0
214545,0
196776,0
369677,0
12202,0
240281,0
235975,0
40922,0
264305,0
83072,0
388909,0
2439,0
136583,0
318065,0
8379,0
228140,0
195156,0
378261,0
150459,0
339786,0
327694,0
186595,0
10948,0
274061,0
344248,0
288537,0
358227,0
53547,0
103804,0
263443,0
85809,0
293052,0
207138,0
152279,0
191830,0
307103,0
351567,0
373381,0
213156,0
112888,0
109898,0
309189,0
385579,0
163629,0
156163,0
119162,1
241630,0
10053,0
371248,0
172086,0
191246,0
47903,0
354261,0
222201,0
202063,0
341391,0
38966,0
77036,1
62723,0
82774,0
327965,0
297536,0
44735,0
203788,0
138595,0
46921,0
302447,0
138134,0
133838,0
248486,0
37163,0
201822,0
175022,0
169259,0
23700,0
64893,0
294705,0
37261,0
174845,0
51318,0
174917,0
138845,0
141143,0
118597,0
182837,0
292063,0
290984,0
222493,0
109345,0
179464,0
298217,0
131622,0
147790,0
317684,0
293282,0
18267,0
146305,0
170848,0
190794,0
43309,0
339128,0
215944,0
155919,0
23942,0
375703,0
321866,0
288638,0
181504,0
108944,0
377640,0
248450,0
382948,0
379607,0
232222,0
65771,0
294196,0
313984,0
203061,0
309077,0
275272,0
265795,0
316160,0
162487,0
67185,0
171026,0
328268,0
320536,0
61229,0
386189,0
121439,0
279080,0
122599,0
207889,0
353482,0
300785,0
61765,1
132397,0
332437,0
89425,0
307460,0
344201,0
122638,0
377628,0
94357,0
96702,0
190842,0
268138,0
347571,0
221382,0
353141,0
181973,0
271832,0
34523,0
3955,0
168286,0
201134,0
293842,0
107693,0
129919,0
85748,0
230248,0
310682,0
112169,0
251309,0
130799,0
222317,0
384036,0
107011,0
263071,0
167214,0
290444,0
88016,0
262954,0
337594,0
3277,0
29545,0
2850,0
18601,0
304028,0
339254,0
63562,0
151957,0
291579,0
72201,0
35471,0
260477,0
193229,0
226947,0
149999,0
180538,0
106892,0
165080,0
28122,0
128663,0
12528,1
380099,0
347837,0
389268,0
29695,0
341760,0
80220,0
356453,0
193758,0
303079,0
230427,0
259862,0
172005,0
149513,0
336790,0
355060,0
295011,0
32321,0
207838,0
304633,0
280086,0
261129,0
55898,0
267680,0
219698,0
111494,0
38918,0
179590,0
211325,0
111229,0
107840,0
62381,0
110751,0
375093,0
285958,0
220903,0
254617,0
13363,0
33948,0
164718,0
284193,0
16915,0
293376,0
256545,0
339853,0
342329,0
369765,0
151227,0
272134,1
326771,0
185790,0
153482,0
361883,0
348410,0
84601,0
389108,0
318852,0
17486,0
303331,0
153230,0
230893,0
153078,0
8238,0
142212,0
84765,0
334168,0
28446,0
250275,0
223101,0
228664,0
6812,0
256516,0
99306,0
339759,0
91619,0
32398,0
253693,0
160794,0
121902,0
7598,0
112021,0
269345,0
20637,0
97824,0
33773,0
179949,0
121076,0
339264,0
165208,0
157997,0
369445,0
136564,0
327874,0
308398,0
314798,0
225075,0
173479,0
264365,0
65638,0
262989,0
150675,0
233796,0
66725,0
123491,0
338766,0
292431,0
280001,0
131724,0
194359,0
29225,0
11500,0
79965,0
195706,0
276160,0
217204,0
240922,0
302139,0
42550,0
158415,0
378080,0
177146,0
166491,0
15175,0
94167,0
386740,0
322132,0
181527,0
338721,0
909,0
216487,1
269738,0
157714,0
375512,0
214012,0
16285,0
230598,0
236049,0
373382,0
255504,0
26655,0
53075,0
242414,0
241682,0
95300,0
153265,0
212355,0
96050,0
40653,0
162697,0
329877,0
57652,0
255796,0
179429,0
203809,0
323393,0
6824,0
95263,0
264008,0
88091,0
293444,0
73913,0
190363,0
147410,0
386748,0
390480,0
230881,0
297756,0
250148,0
242909,0
238438,0
313838,0
382632,0
376874,0
211027,0
543,0
43183,0
268965,0
102394,0
164672,0
81215,0
45011,0
36018,0
96375,0
165853,0
58375,0
368645,0
97712,0
221075,0
147064,0
361547,0
96613,0
143324,0
356763,0
176210,0
55493,0
123259,0
145514,0
330259,0
154263,0
366459,0
186123,0
175192,0
334132,0
317682,0
192238,0
259797,0
206304,0
66702,0
245054,0
171038,0
356043,0
112007,0
244359,0
104396,0
336375,0
117755,0
233391,0
285485,0
175455,0
159141,0
222060,0
240183,0
200704,0
211525,0
275822,0
352125,0
72033,0
211439,0
213294,0
299575,0
257573,0
62569,0
237327,0
357213,0
113172,0
91323,0
21627,0
362044,0
214294,0
245805,0
174355,0
339744,0
372403,0
65584,0
90966,0
197348,0
344726,0
376171,0
152525,0
11729,0
44507,0
29762,0
325664,0
116884,0
307640,0
256105,0
147982,0
171966,0
128085,0
158820,0
242147,0
105301,0
364677,0
157566,0
27294,0
273125,0
154957,0
75000,0
185479,0
257876,0
157604,0
346821,0
169406,0
120988,0
22968,0
333678,0
369029,0
218765,0
84699,0
374589,0
149133,0
85092,0
52111,0
95700,0
257466,0
9163,0
158481,0
17297,0
29515,0
94808,0
114971,0
290665,0
362317,0
5484,0
168048,0
178104,0
236684,0
3137,0
33912,0
382193,0
78999,0
171084,0
70702,0
354069,0
30398,0
128104,0
124519,0
51975,0
241729,0
388715,0
1206,0
243622,0
178034,0
18226,0
209805,0
265300,0
369984,0
60198,0
375275,0
123336,0
293445,0
25629,0
363788,0
333011,0
103045,0
349325,0
60136,0
170712,0
205319,0
377056,0
314949,0
183952,0
151334,0
67536,0
211357,0
33061,0
63939,0
377323,0
126435,0
177677,0
190170,0
56572,0
23051,0
376580,0
222755,0
33535,0
87760,0
245017,0
60485,0
149285,0
26976,0
63858,0
342033,0
42492,0
213835,0
227887,0
48730,0
273358,0
50900,0
284972,0
47021,0
250186,0
148981,0
80568,0
185597,0
313390,0
16006,0
314672,0
49010,0
297400,0
9654,0
34360,1
231636,0
64784,0
83948,0
111972,0
64969,0
327205,0
192605,0
364452,0
65056,0
9404,0
348185,0
92767,0
195717,0
216806,0
380756,0
149770,0
145330,0
215431,0
283485,0
25868,0
147406,0
146024,0
238233,0
205423,0
100676,0
99992,0
363732,0
42557,0
213795,0
284119,0
55529,0
287440,0
376864,0
72572,0
284047,0
135525,0
51126,0
360549,0
318706,0
137162,0
278140,0
86359,0
65152,0
138095,0
89836,0
291095,0
161691,0
218484,0
29982,0
241189,0
25138,0
265703,0
237557,0
39146,0
375292,0
36789,0
216384,0
194688,0
388167,0
225793,0
210004,0
343519,0
98084,0
229014,0
212738,0
343103,0
317233,0
40050,0
96842,0
102520,0
67929,0
4063,0
386542,0
273704,0
172715,0
366029,0
163319,0
114158,0
365824,0
262206,0
88458,0
37897,0
48223,0
152821,0
89236,0
309870,0
34402,1
347872,0
250681,0
167153,0
469,0
228365,0
108300,0
311702,0
290227,0
283092,0
17393,0
251700,0
199491,0
267093,0
233761,0
234051,0
294999,0
343930,0
263747,0
204627,0
363845,0
196109,0
48080,0
192923,1
276257,0
87935,0
223610,0
134538,0
85640,0
68544,0
70585,0
267978,0
372114,0
22395,0
296805,0
219386,0
264355,0
77230,0
184132,0
216128,0
105679,1
44277,1
374695,0
216722,0
258939,0
60489,0
107167,0
33751,0
342813,0
144828,0
90728,0
176864,0
53730,0
241017,0
39636,0
183843,0
358482,0
122251,0
135196,0
232119,0
191388,0
184206,0
70805,0
309802,0
379250,0
302213,0
81047,0
203991,0
11522,0
340865,0
386106,0
226845,0
77966,0
45054,0
203223,0
241563,0
343616,0
118665,0
137652,0
81665,0
222175,0
111853,0
98941,0
30303,0
40500,0
390031,0
323710,0
296353,0
151644,0
271919,0
112559,0
278327,0
51660,0
81672,0
350366,0
199618,0
235574,1
157847,0
352515,0
318857,0
20744,0
336604,0
63201,0
137389,0
5312,0
325629,0
34490,0
79454,0
166562,0
278434,0
38807,0
351065,0
293533,0
241598,0
116680,0
122910,0
183435,0
166949,0
120729,0
197221,0
333612,0
21849,0
86037,0
101614,0
293359,0
230211,0
118956,0
29658,0
87906,0
79437,0
128771,0
117442,0
181213,0
231589,0
99699,0
280654,1
138047,0
283939,0
103977,1
245391,0
206435,0
350841,0
329579,0
385704,0
387458,0
63331,0
295410,0
239412,0
167709,0
309751,0
7400,0
178246,0
25073,0
137775,0
110836,0
217290,0
251833,0
132700,0
329316,0
384787,0
248189,0
13668,0
126738,0
176447,0
135128,0
366526,0
21821,0
390624,0
64441,0
286616,0
290220,0
38393,0
361225,0
124574,0
98790,0
177755,0
292228,0
231180,0
308318,0
13309,0
72761,0
69237,0
214741,0
77553,0
305971,0
108578,0
168500,0
384695,0
296242,0
139097,0
9386,0
86257,0
334165,0
96037,0
172581,0
180257,0
299683,0
160242,0
255761,0
338417,0
67024,0
118552,0
339022,0
214618,0
226771,0
161987,0
264908,0
237618,0
188470,0
177699,0
232775,0
107556,0
107476,0
147918,0
291943,0
343840,0
354083,0
47512,0
325695,0
331900,0
189309,0
285150,0
288755,0
331384,0
249350,0
303488,0
239887,0
278925,0
154165,0
216882,0
306901,0
267692,0
32351,0
252964,0
53484,0
213642,0
83747,0
189048,0
118697,0
342756,0
306360,0
290968,0
339326,0
59015,0
68479,0
23208,0
330186,0
245052,0
286310,0
146652,0
318058,0
65694,0
380658,0
229255,0
245451,0
231526,0
320297,0
230633,0
25856,0
1594,0
264583,0
346036,0
320308,0
297964,0
382972,0
227167,0
154301,0
341973,0
354905,0
314693,0
101636,0
30256,0
124082,0
144021,0
10177,0
359245,0
54366,0
176420,0
369504,0
69496,0
41977,0
115752,0
145074,0
107935,0
222449,0
324632,0
171308,0
366192,0
331587,0
341750,0
6667,0
118689,0
213690,0
17995,0
174695,0
119489,0
301626,0
29723,0
100263,0
293804,0
201018,0
256028,0
55892,0
6505,0
251219,0
75067,0
296823,0
40502,0
95868,0
296919,0
204414,0
336306,0
382770,0
48679,0
13608,0
71651,0
45855,0
332862,0
63780,0
146196,0
152880,0
124043,0
314536,0
318226,0
303821,0
305019,0
361255,0
264892,0
23604,0
137310,0
220986,0
151332,0
340309,0
230234,0
176767,0
354842,0
159061,0
313916,0
157697,0
120732,0
3257,0
280405,0
11092,0
234368,0
225375,0
319040,0
108542,0
86528,0
289091,0
210913,0
380364,0
328435,0
348124,0
266205,0
312215,0
243725,0
28973,0
385707,0
367953,0
161214,0
253970,0
54410,0
122484,0
254751,0
342695,0
166976,0
360943,0
183210,0
186593,0
287770,0
34700,0
90606,0
8310,0
35678,0
21859,0
329019,0
275683,0
183191,0
67563,0
304124,0
338209,0
364825,0
295564,0
79894,0
370165,0
76517,0
372939,0
350631,0
162106,0
184725,0
139391,1
359176,0
257771,0
210719,0
140595,0
388311,0
370869,0
60257,0
341851,0
220987,0
24678,0
322891,0
36996,0
221359,0
390415,0
2112,0
221530,0
140192,0
161735,0
284153,0
175180,0
272009,0
4623,0
67104,0
20732,0
24947,0
119885,0
11774,0
100278,0
247440,0
302612,0
174179,0
222666,0
252289,0
73824,0
158694,0
24934,0
7397,0
342923,0
180839,0
214148,0
264539,0
25850,0
359792,0
84045,0
261213,0
379610,0
318148,0
274442,0
279582,0
146320,0
317356,0
91702,0
39574,0
267141,0
45791,0
115699,0
272086,0
385377,0
154213,0
326068,0
238099,0
257290,0
184313,0
4495,0
182321,0
255958,0
331975,0
372820,0
185593,0
210783,0
336098,0
298321,0
270622,0
57088,0
23578,0
323946,0
279119,0
2437,0
266475,0
368411,0
300629,0
241111,0
134507,0
188604,0
285504,0
24865,0
178111,0
71026,0
37338,0
142093,0
385853,0
164170,0
38801,0
4558,0
42658,0
194787,0
382091,0
367744,0
206283,0
163282,0
368083,0
318187,0
207809,0
92935,0
17683,0
66899,0
65977,0
119862,0
89967,0
253097,0
187279,0
120713,0
262976,0
357679,0
230140,0
3363,0
334192,0
161060,0
193056,0
118928,0
146744,0
360648,0
235074,0
314083,0
55929,0
383895,0
298620,0
272679,0
206723,0
222503,0
235673,0
81997,0
171657,0
388109,0
340727,0
267934,0
184931,0
32371,0
8080,0
136558,0
298511,0
3980,0
171021,0
283998,0
91829,0
213042,0
373115,0
310427,0
311669,0
93207,0
211328,0
79205,0
241180,0
210775,0
295421,0
379860,0
92013,0
89463,0
10214,0
134952,0
242159,0
129262,0
182419,0
319845,0
170514,0
148187,0
132972,0
374822,0
351718,0
350980,0
258216,0
302913,0
164157,0
69914,0
166317,0
309497,0
105212,0
312150,0
74197,0
320122,0
7073,0
44153,0
46062,0
375175,0
9248,0
66736,0
244597,0
378459,0
133642,0
100665,0
363428,0
108333,0
221472,0
167556,0
194776,0
217764,0
22179,0
87674,0
304753,0
124659,0
354039,0
305424,0
376603,0
97475,0
182511,1
283908,0
221948,0
385281,0
324736,0
22766,0
46437,0
216782,0
250685,0
205039,0
330143,0
35355,0
259113,0
56732,0
266683,0
302484,0
385724,0
134763,0
317250,0
165841,0
350565,0
110516,0
70052,0
280593,0
259109,0
6340,0
25267,0
88449,0
188815,0
188805,0
264635,0
366822,0
85705,0
263356,0
284897,0
195715,0
135665,0
138973,0
20594,0
219290,0
30684,0
282419,0
351738,0
319488,0
149240,0
286653,0
98193,0
178581,0
167682,0
93884,0
320842,0
7828,0
276181,0
320069,0
285527,0
103072,0
251655,0
307882,0
80620,0
60575,0
135109,0
226806,0
215268,0
121861,0
138477,0
322056,0
82332,0
4990,0
385202,0
170606,0
97327,0
147022,0
101126,0
51363,0
362675,0
57519,0
210888,0
32821,0
331541,0
347944,0
214521,0
179479,0
281535,0
267360,0
45582,0
12021,0
82411,0
84548,0
61548,0
150737,0
349170,0
136057,0
266972,0
253268,0
82882,0
143778,0
224303,0
233932,0
366117,0
287993,0
316946,0
274540,0
205657,0
392370,0
299061,0
255288,0
174753,0
155186,0
246058,0
195048,0
269008,0
192403,0
145966,0
304114,0
37621,0
303364,0
233579,0
24887,0
307630,0
157923,0
158856,0
291519,0
213549,0
137195,0
189405,0
242968,0
101083,0
161433,0
107944,0
172196,0
119847,0
35339,0
313952,0
2711,0
306919,0
266217,0
248469,0
318036,0
389507,0
89012,0
133902,0
33283,0
151174,0
172694,0
5138,0
342002,0
284,0
90487,0
267405,0
262776,0
27283,0
326616,0
334595,0
121575,0
218925,0
229481,0
278902,0
166038,0
13954,0
193438,0
187888,0
341372,0
192739,0
378706,0
298855,0
201066,0
130213,0
290532,0
384984,0
159224,0
63107,0
156866,0
319064,0
345577,0
172492,0
92263,0
87628,0
168800,0
364090,0
58843,0
182587,0
36725,0
23401,0
242574,0
64183,0
195451,1
66345,0
296380,0
332098,0
255211,0
244044,0
288716,0
8467,0
197686,0
121559,0
138676,0
327565,0
191533,0
120736,0
115771,0
173447,0
306689,0
252136,0
378985,0
127194,0
175079,0
387653,0
171075,0
78202,0
240099,1
277109,0
68844,0
52356,1
175011,0
299811,0
95314,0
133275,0
197067,0
297957,0
150442,0
263779,0
370977,0
163849,0
250540,0
337581,0
148909,0
161304,0
146838,0
309893,0
85976,0
326544,0
193468,0
127341,0
237070,0
281366,0
139462,0
176214,0
239310,0
273168,0
222591,0
213010,0
257763,0
22015,0
389935,0
80755,0
44975,0
218651,0
253733,0
185380,0
13204,0
64504,0
174956,0
192198,0
95600,0
26697,0
254075,0
187261,0
223969,0
238705,0
186146,0
228241,0
339927,0
316108,0
120604,0
2939,0
217684,0
340121,0
129748,0
10540,0
270563,0
36637,0
117567,0
231918,0
108092,0
386631,0
40870,0
345731,0
140818,0
112669,1
289189,0
263151,0
371522,0
129001,0
1204,0
229129,0
91390,0
189721,0
61556,0
316312,0
317631,0
288126,0
282388,0
269364,0
77861,0
323667,0
148740,0
258018,0
384142,0
210650,0
179665,0
7201,0
33246,0
237196,0
35500,0
52538,0
34067,0
150188,0
337122,0
167898,0
95246,0
152414,0
67378,0
272151,0
84965,0
286556,0
134085,0
59264,0
213040,0
152513,0
345754,0
144856,0
21290,0
336157,0
269566,0
172744,0
269930,0
103367,0
78617,0
24912,0
131522,0
334681,0
242603,0
139526,0
250235,0
216549,0
322736,0
329214,0
255279,0
224394,0
160934,0
358680,0
287783,0
32418,0
363209,0
136140,0
387759,0
185346,0
258473,0
261468,0
270059,0
113941,0
78427,0
384363,0
12822,0
125734,0
302854,0
246143,0
11473,0
21541,0
8224,0
127774,0
232145,0
2687,0
178865,0
281176,1
145952,0
25415,0
51626,0
21259,0
165321,0
172736,0
76318,0
362324,0
119944,0
162261,0
121634,0
223403,0
234683,0
204032,0
5465,0
58514,0
103692,0
194145,0
117931,0
253493,0
67459,0
87024,0
327093,0
251414,0
185480,0
125851,0
89407,0
157615,0
275911,0
198874,0
367115,0
226140,0
172012,0
118775,0
166116,0
200091,0
273787,0
288935,0
98462,0
219570,0
102227,0
38535,0
107606,0
261223,0
2582,0
189532,0
61730,0
134116,0
61525,0
296139,0
162016,0
369873,0
235888,0
25842,0
236500,0
155687,0
265738,0
137753,0
256509,0
225625,0
324177,0
311811,0
46453,0
42630,0
143770,0
255073,0
45533,0
224949,0
126975,0
87072,0
91051,0
514,0
71616,0
275819,0
202180,0
246538,0
58180,0
130674,0
90536,0
242622,0
11528,0
56982,0
308231,0
166135,0
126842,0
50747,0
326385,0
75320,0
356496,0
118821,0
83431,0
233387,0
377993,0
71408,0
116178,0
137242,0
68317,0
15248,0
81541,0
65078,0
50190,0
162591,0
248418,0
231585,0
95033,0
217778,0
226777,0
169243,0
296513,0
352601,0
227621,0
106508,0
60725,0
84726,0
8699,0
135372,0
226614,0
46895,0
364664,0
282713,0
40832,0
328741,0
189029,0
6785,0
9532,0
149030,0
186628,0
49779,0
147275,0
387774,0
312568,0
85805,0
240377,0
60124,0
196805,0
186754,0
183230,0
273636,0
233781,0
296794,0
164109,0
86186,0
390649,0
295318,0
107749,0
120689,0
358097,0
27916,0
367111,0
28246,0
48391,0
161888,0
109678,0
169940,0
240615,0
261189,0
247230,0
221721,0
385289,0
308292,0
265903,0
249776,0
96405,0
173065,0
216155,0
172515,0
305604,0
24655,0
338313,0
315785,0
340713,0
85024,0
361318,0
197074,0
285097,0
205645,0
387546,0
80190,0
87392,0
159249,0
47541,0
268364,0
174395,0
58334,0
293636,0
164769,0
71872,0
227148,0
205182,0
47510,0
246289,0
168207,0
326968,0
32202,0
266230,0
148651,0
90090,0
101251,0
341236,0
290570,0
220197,0
82001,0
38046,0
118388,0
230973,0
261039,0
64808,1
102091,0
112558,0
251993,0
36023,0
290486,0
156188,0
277717,0
177788,0
251381,0
186476,0
99201,0
226143,0
90853,0
138717,0
227607,0
344826,0
32155,0
339032,0
79210,0
76462,0
267859,0
372029,0
120432,0
219088,0
202434,0
252017,0
95,0
168517,0
241313,0
224073,0
213283,0
56519,0
143484,0
45680,0
157877,0
52091,0
22402,0
91471,0
380637,0
